Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
9.50,7.10,7.74,0.60,0,625
10,7,8.63,0.75,0,626
8.90,6.30,7.89,0.62,0,627
10.90,7.10,8.31,0.96,0,628
10,7,8.17,0.84,0,629
9.60,6.20,7.85,1.01,0,630
20.30,5.90,9.19,2.81,0,631
10.10,7,8.73,0.83,0,632
9.40,7.10,8.01,0.65,0,633
10.50,7.10,8.51,0.82,0,634
9.50,6.60,7.86,0.70,0,635
28.30,7.70,11.31,5.55,0,636
11.30,8.20,9.73,0.88,0,637
11.80,7.10,8.77,1.23,0,638
10.10,7.30,8.71,0.77,0,639
12.70,7.50,9.66,1.49,0,640
10.30,6,7.66,1.23,0,641
11.80,7.20,9,1.19,0,642
15.70,6.60,9.31,2.26,0,643
32.30,7.40,9.94,5.36,0,644
8.90,6.40,7.69,0.66,0,645
10.20,4.30,7.66,1.42,0,646
9.90,5.50,7.93,1.20,0,647
14.30,5.80,8.17,1.65,0,648
8.60,5.10,6.52,0.84,0,649
9.20,5.40,7.43,1.04,0,650
16.20,6.10,8.28,2.07,0,651
10.20,6.10,7.41,1.23,0,652
14.90,5,7.73,1.91,0,653
8.30,6,7.18,0.59,0,654
10.40,7.10,8.27,0.84,0,655
8.70,4.70,7.31,1.26,0,656
23.40,3.90,8,3.95,0,657
15.80,5.70,8.36,2.22,0,658
10,6.10,8.34,1.19,0,659
8.60,5.30,6.73,1.03,0,660
15.90,6.70,8.69,1.94,0,661
10,5.40,7.72,1.10,0,662
9.80,6.40,7.97,1.05,0,663
10.90,5.60,7.11,1.34,0,664
10.10,6.60,8.22,0.99,0,665
25.30,6.50,9.07,3.97,0,666
8.70,6.20,7.32,0.76,0,667
9.20,6.30,7.46,0.74,0,668
23.90,6.30,9.18,4.49,0,669
9.40,6.40,7.71,0.83,0,670
9.50,3.60,6.06,1.51,0,671
11.10,3.10,6.22,2.04,0,672
5.90,3.30,4.83,0.67,0,673
12.20,6.30,8.82,1.47,0,674
9,6.60,7.78,0.74,0,675
8.30,3.10,6.57,1.31,0,676
22.10,5,8.91,3.76,0,677
10.30,4.90,6.77,1.43,0,678
10.60,5.90,8.60,1.20,0,679
8.20,6.10,7.02,0.65,0,680
11.40,7.30,8.86,1.17,0,681
7.90,4.80,6.35,0.75,0,682
23.70,7.30,9.36,3.60,0,683
8.50,5.10,6.58,0.82,0,684
10.10,5.70,8.04,1.24,0,685
9.90,5.70,7.86,1.07,0,686
8.80,6.10,7.17,0.66,0,687
10.50,6.10,8.39,1.10,0,688
28.70,23.70,26.42,1.07,0,689
9.70,6.10,8.02,0.83,0,690
11.40,6.60,8.63,1.18,0,691
10.90,4.40,8.32,1.67,0,692
7.60,5.60,6.62,0.55,0,693
